court,judge_name,case_type,sections_involved,num_hearings,petitioner_type,respondent_type,outcome,case_duration_days,filing_year,filing_month,description_length,word_count
1,37,4,7,33,2,2,0,763,2013,7,243,34
1,7,4,1,30,2,0,1,109,2014,10,235,33
2,26,2,2,13,2,3,1,1056,2015,1,238,31
0,52,1,5,21,0,2,1,713,2016,7,265,35
2,22,0,4,1,1,2,1,287,2022,10,243,33
1,0,1,4,35,1,3,1,910,2023,5,265,35
3,29,3,2,27,1,1,0,437,2016,5,259,35
3,43,0,3,2,0,1,0,119,2021,1,244,34
0,21,4,4,30,3,3,1,752,2013,2,244,35
3,10,3,8,10,2,0,0,175,2018,8,239,33
3,19,2,2,20,1,2,0,668,2019,11,245,35
1,18,4,5,8,3,3,0,754,2022,6,238,34
3,44,1,6,1,3,1,1,197,2022,1,268,36
1,15,2,2,3,2,1,0,876,2013,9,267,37
1,10,2,4,1,1,3,0,519,2017,7,246,32
0,1,1,4,27,3,3,0,407,2013,11,265,35
3,7,4,8,37,0,1,0,138,2013,2,233,33
3,15,4,2,31,1,0,1,816,2014,9,236,33
1,18,3,9,38,0,0,0,205,2023,4,250,34
0,7,4,9,21,0,2,1,209,2015,11,244,34
2,35,0,8,14,1,3,0,314,2021,2,242,34
3,25,0,5,33,0,2,1,505,2020,10,228,33
0,22,1,6,9,0,3,0,970,2022,7,278,37
0,8,2,5,25,1,1,0,830,2018,11,245,35
3,24,1,9,6,2,0,0,819,2023,9,265,34
0,2,2,5,26,0,3,0,242,2017,9,246,32
2,8,3,9,10,1,0,0,723,2021,8,257,35
1,42,4,7,10,2,3,0,403,2021,8,248,34
2,19,4,1,30,0,0,1,537,2018,12,244,34
0,22,0,8,38,3,0,1,703,2016,6,247,34
2,5,1,3,27,1,3,1,208,2014,9,279,38
2,43,3,7,20,1,3,0,400,2013,12,230,32
0,3,2,1,29,3,0,0,452,2018,6,253,33
0,48,1,9,38,3,0,0,965,2017,5,265,34
0,20,3,6,32,0,2,1,1064,2015,4,242,34
3,7,3,5,16,2,1,0,1053,2021,6,234,32
3,30,3,9,22,1,3,1,594,2014,10,259,35
2,8,0,2,18,0,0,1,717,2018,3,244,34
3,27,0,2,21,0,0,0,796,2017,9,249,35
0,13,2,7,28,0,1,1,867,2023,9,270,35
0,18,4,6,9,0,0,0,753,2014,2,238,34
2,20,1,7,32,2,1,1,1000,2022,5,273,36
0,51,4,9,20,2,0,1,439,2020,7,243,35
0,13,0,4,10,3,3,1,780,2021,9,242,34
0,22,4,3,36,3,0,1,683,2021,7,249,34
2,46,1,9,39,0,0,0,857,2021,7,268,35
0,6,2,5,21,2,3,1,1024,2017,10,233,31
3,35,0,1,2,0,0,1,115,2019,5,248,35
0,17,2,4,23,0,1,1,942,2017,1,245,35
2,48,3,7,2,0,2,0,911,2022,11,234,32
3,30,4,8,34,0,0,1,961,2015,6,246,34
3,0,2,4,5,3,3,0,323,2019,6,233,31
2,48,4,9,30,3,0,0,649,2015,4,243,34
3,33,4,2,22,0,3,0,105,2017,2,241,34
1,9,2,3,28,3,2,1,95,2023,8,253,33
0,28,3,4,25,3,3,0,660,2015,2,234,32
1,22,3,5,13,0,1,1,1068,2022,9,248,35
3,22,4,1,36,3,0,1,272,2021,12,248,34
3,0,2,6,32,3,2,0,875,2017,1,253,33
3,43,4,3,18,0,1,1,115,2017,1,248,34
3,30,2,2,34,0,0,1,99,2013,1,248,32
3,16,2,3,31,1,0,1,682,2021,9,238,31
2,33,0,7,14,3,1,0,328,2020,4,243,33
1,48,4,9,24,1,3,0,135,2023,10,244,34
0,27,3,5,8,1,1,0,1008,2016,3,259,35
0,37,3,2,17,0,2,1,979,2017,5,244,34
2,46,0,7,16,1,3,1,45,2020,7,233,34
2,34,0,6,23,3,3,1,1067,2016,9,249,35
0,17,3,2,13,3,3,0,49,2016,7,257,35
0,23,4,3,9,1,1,1,819,2014,11,236,33
2,2,4,9,15,2,2,0,868,2023,11,233,33
2,36,1,8,30,1,1,0,337,2018,3,267,35
2,23,3,7,2,1,1,0,175,2021,6,250,35
0,48,3,9,22,1,1,1,631,2020,3,248,34
2,45,4,7,22,1,0,1,977,2019,8,243,35
0,40,0,6,33,2,0,1,63,2016,6,229,33
1,15,0,2,9,1,1,1,940,2016,6,232,34
1,30,0,6,15,1,1,0,694,2018,5,229,33
0,16,4,8,2,1,3,0,1085,2014,6,244,35
0,51,0,2,8,3,1,1,312,2018,11,249,35
0,19,4,4,29,1,1,0,719,2013,12,248,34
3,36,0,2,19,3,3,1,516,2016,1,233,34
3,46,1,9,29,1,2,0,709,2019,12,270,36
3,27,4,1,20,0,0,1,221,2013,4,243,35
0,38,0,6,29,1,0,0,562,2013,6,232,34
1,51,3,5,13,1,0,0,1085,2015,5,243,33
2,42,2,6,23,1,2,0,933,2021,4,240,31
0,35,4,4,24,1,2,1,251,2021,10,243,34
2,17,4,9,26,1,1,0,93,2013,1,244,35
3,34,0,4,12,0,1,0,476,2016,1,243,33
3,18,2,3,13,1,0,0,274,2013,8,252,35
2,16,3,2,24,0,3,1,302,2013,2,257,35
3,45,1,8,36,1,0,1,225,2023,5,273,36
2,8,4,2,21,0,1,1,609,2017,9,243,35
0,48,4,5,18,1,2,1,130,2021,9,235,33
2,51,0,1,1,3,2,1,998,2020,7,233,34
1,18,1,3,4,1,1,0,62,2017,12,265,35
0,11,3,7,27,1,0,0,204,2021,4,242,34
0,19,2,6,6,0,0,0,631,2015,9,248,32
1,15,4,9,16,2,0,0,180,2017,7,235,33
3,42,3,4,4,3,0,0,569,2017,3,230,32
3,47,0,6,32,2,2,1,109,2019,4,229,33
2,37,0,9,10,1,0,1,960,2015,4,241,34
0,17,0,5,29,2,1,1,660,2021,3,243,33
0,33,3,2,19,1,1,1,354,2022,4,233,33
1,36,4,6,31,3,1,0,674,2022,10,246,34
0,5,3,6,19,2,1,1,608,2022,10,224,32
3,9,1,9,11,2,0,0,908,2020,1,265,35
3,14,2,8,38,0,1,1,807,2021,10,238,31
3,25,2,2,30,0,0,1,924,2020,8,263,34
0,10,3,1,26,2,3,0,954,2023,6,224,32
1,33,0,6,26,1,1,0,139,2014,2,247,34
3,16,0,6,35,0,0,0,853,2015,3,243,33
1,38,3,4,36,3,3,1,1004,2017,8,242,34
0,5,0,6,7,0,1,1,242,2019,10,244,34
1,25,1,8,26,0,2,0,917,2022,10,268,35
1,50,2,6,36,1,2,1,682,2014,1,240,31
2,4,2,8,5,2,3,1,722,2014,10,270,35
3,42,4,9,34,0,1,1,793,2022,6,241,34
2,48,3,6,22,2,2,0,401,2016,5,259,35
2,40,2,5,4,2,2,1,990,2013,3,253,33
3,48,4,1,25,2,0,1,827,2020,6,249,34
0,2,0,1,13,2,0,1,499,2022,8,242,34
1,23,2,3,36,2,3,1,694,2022,12,238,31
0,31,0,1,36,1,1,1,1050,2022,5,233,34
1,18,1,2,11,1,3,1,407,2013,8,268,36
2,48,4,8,33,1,2,1,985,2014,6,243,35
0,7,1,9,15,2,3,0,44,2022,7,265,35
2,24,1,6,9,3,2,0,879,2020,8,271,37
0,51,2,8,33,1,2,1,663,2015,6,270,35
3,36,1,4,19,3,2,1,789,2017,4,268,35
3,20,2,4,24,3,0,1,646,2022,6,248,33
1,10,4,6,11,0,0,1,542,2023,3,233,33
3,33,0,8,18,1,2,0,195,2022,10,249,35
0,21,1,2,33,2,2,1,289,2018,1,267,35
1,34,4,4,29,3,1,1,999,2021,7,246,34
2,43,3,5,39,3,2,1,465,2013,6,250,35
1,19,1,9,2,0,0,0,200,2023,2,267,35
0,5,2,3,32,1,0,1,167,2015,6,246,32
3,46,4,1,16,0,3,1,337,2023,7,238,34
2,38,3,1,29,2,2,0,812,2013,3,257,35
0,14,4,5,17,2,2,1,428,2023,3,241,34
3,45,2,3,7,3,3,1,490,2018,10,245,35
3,20,0,9,4,1,3,0,760,2018,8,248,35
1,35,4,3,39,2,3,1,677,2020,6,246,35
2,26,3,4,38,3,0,0,117,2018,2,250,34
1,31,3,9,13,3,0,0,448,2023,6,239,33
3,8,1,2,39,2,3,0,781,2014,2,279,38
3,18,1,8,31,0,2,0,788,2020,3,276,36
0,51,1,8,24,1,0,1,473,2015,5,276,36
2,45,0,5,21,2,2,0,259,2013,5,232,34
2,31,4,6,14,0,0,0,225,2020,3,243,34
1,43,3,7,33,1,2,1,126,2020,6,239,34
0,1,0,6,26,3,0,1,149,2014,5,249,35
2,43,1,7,36,3,0,1,1067,2020,12,262,34
0,1,2,3,37,2,3,1,471,2023,5,252,35
0,51,0,4,36,1,0,1,373,2020,8,247,34
2,14,4,3,35,0,1,0,507,2015,7,241,34
2,43,2,2,25,2,1,1,583,2013,12,238,31
1,17,4,2,13,0,3,0,176,2013,12,249,34
0,8,2,8,18,3,0,1,997,2019,10,255,33
3,5,0,3,28,0,2,0,546,2015,8,233,34
1,43,3,2,22,1,2,1,631,2017,1,239,33
1,22,4,7,7,0,3,0,567,2013,7,238,34
3,20,1,1,30,3,0,1,1033,2017,11,267,35
1,21,0,9,27,0,2,1,1079,2014,10,241,34
1,35,0,9,11,2,2,1,164,2017,9,233,34
1,10,1,6,10,0,1,1,793,2019,6,278,37
2,1,1,7,29,0,1,0,204,2023,7,268,35
1,13,3,2,32,2,2,1,43,2016,3,239,34
0,31,0,5,38,1,1,1,620,2016,7,233,34
3,49,2,8,28,2,0,1,540,2021,10,233,31
0,14,1,4,29,2,2,1,556,2023,6,265,34
3,52,0,1,1,3,3,1,53,2017,6,237,33
0,0,0,7,20,2,2,1,718,2016,10,244,34
2,43,3,7,22,1,0,0,576,2020,11,243,33
1,7,1,6,5,3,1,0,92,2021,4,276,36
3,41,3,2,18,3,3,0,391,2020,10,248,34
2,38,0,5,3,3,2,0,174,2020,1,243,33
3,41,4,8,37,0,1,0,996,2014,6,241,35
0,32,2,2,6,3,1,1,824,2015,11,263,34
1,48,1,6,22,3,1,0,557,2013,8,279,38
3,36,3,6,29,0,1,1,123,2017,4,243,33
3,51,2,1,5,3,3,1,939,2022,4,267,37
2,9,4,7,15,2,1,0,409,2015,6,246,34
2,14,2,4,31,3,3,1,654,2020,9,263,34
0,30,3,4,21,0,3,1,800,2017,8,243,33
3,6,3,6,35,3,3,0,454,2014,12,224,32
2,19,4,3,5,2,1,0,1070,2015,6,246,35
0,52,0,1,22,1,1,1,275,2020,6,244,34
2,19,3,1,26,3,1,1,397,2021,9,250,35
0,33,0,8,35,1,3,0,225,2016,8,229,33
0,49,2,5,21,2,2,1,397,2023,2,241,32
2,38,1,3,13,3,2,1,880,2013,8,265,35
0,51,0,3,9,3,0,0,534,2019,4,237,33
3,18,4,9,12,0,3,0,974,2015,7,236,33
3,12,1,4,8,3,3,0,982,2022,10,265,34
2,46,3,9,35,2,1,0,376,2021,4,239,33
2,20,4,3,9,0,1,1,880,2013,8,243,34
2,28,2,7,17,0,2,1,559,2017,4,240,31
1,9,0,6,5,1,2,0,483,2021,3,242,34
2,30,4,1,39,3,3,1,337,2018,12,241,34
3,51,0,1,17,3,1,1,101,2018,5,237,33
3,32,4,9,37,2,3,1,517,2014,7,241,34
3,31,3,9,21,3,3,1,745,2019,4,239,33
2,33,3,9,21,3,1,0,960,2014,1,248,34
2,7,0,1,32,0,3,1,470,2016,7,243,33
3,4,4,3,31,1,0,0,177,2015,8,249,34
1,0,1,1,36,1,1,1,531,2020,3,271,37
0,29,2,9,32,3,3,0,341,2018,3,255,33
3,27,4,6,36,0,3,0,1013,2017,9,241,34
2,8,1,7,14,1,2,1,773,2022,4,273,36
2,5,3,9,1,1,3,0,998,2017,4,243,33
2,43,2,9,18,3,3,1,362,2021,5,252,35
2,1,1,5,7,0,1,0,506,2022,10,278,37
2,23,3,2,36,3,1,1,116,2014,10,250,34
3,0,4,5,29,3,2,1,174,2021,3,246,35
0,20,4,5,20,3,1,0,430,2013,10,238,34
3,17,3,5,24,1,2,1,454,2020,1,257,35
3,36,2,3,12,3,1,1,753,2015,6,238,31
3,24,4,4,31,3,1,1,260,2015,10,241,34
2,38,2,8,5,3,0,0,1082,2022,5,245,35
1,20,0,5,30,2,2,1,865,2015,1,243,33
3,47,4,9,17,0,2,0,984,2018,9,249,34
2,43,0,6,18,3,1,1,358,2021,8,248,34
2,43,2,9,18,0,1,1,631,2021,11,248,32
0,21,1,9,38,0,0,0,583,2015,4,278,37
3,20,0,2,20,1,0,0,861,2017,1,247,34
3,50,2,6,1,3,0,0,937,2019,3,255,33
3,7,3,7,30,2,0,1,641,2019,6,233,33
2,34,4,5,37,1,1,1,1072,2014,10,246,34
3,39,4,2,39,0,1,1,558,2019,7,243,35
3,39,1,1,11,3,0,1,323,2013,1,270,36
0,6,2,3,16,2,1,1,212,2019,11,245,35
3,8,0,4,11,2,1,0,433,2021,2,248,34
3,36,4,5,32,0,0,0,342,2018,3,251,35
1,19,2,7,26,3,0,0,244,2015,9,267,37
2,50,3,9,25,1,1,0,513,2015,8,248,34
1,18,0,3,39,0,1,1,309,2020,8,229,33
2,9,1,3,34,2,2,0,1084,2017,9,278,37
2,15,4,5,6,1,3,0,356,2023,3,236,33
2,15,4,1,17,3,3,1,681,2023,9,244,35
0,25,0,8,36,3,1,1,834,2017,10,234,34
0,21,2,9,19,2,2,0,1041,2015,12,255,33
0,18,0,3,14,3,3,0,765,2021,12,233,34
0,13,3,4,12,0,3,0,306,2020,12,230,33
0,31,1,3,28,3,1,1,624,2014,10,279,38
0,43,0,1,28,3,0,1,103,2023,5,233,34
2,5,0,2,18,0,1,1,319,2015,3,229,33
3,46,4,7,11,3,3,1,1076,2019,3,251,35
1,16,2,3,2,1,1,1,35,2015,1,233,31
2,2,2,2,16,2,1,1,382,2018,5,248,33
3,7,1,7,14,0,1,1,87,2019,11,265,35
0,9,1,2,21,3,1,1,602,2014,5,268,35
2,46,0,8,1,0,1,0,833,2015,11,243,33
2,39,1,4,33,3,3,1,106,2021,4,271,37
2,31,2,6,10,0,2,0,167,2023,7,248,32
1,16,3,7,26,0,2,0,950,2023,1,257,35
2,3,1,6,20,3,2,0,328,2021,4,268,35
0,22,1,4,21,3,3,1,30,2023,10,268,36
0,3,4,4,36,3,3,0,134,2014,10,244,34
3,43,0,4,4,0,3,0,999,2015,3,234,34
0,13,0,7,14,1,3,1,1018,2017,6,242,34
0,32,3,6,3,2,3,0,206,2023,2,250,35
0,15,0,2,31,3,1,1,329,2021,10,247,34
2,22,4,4,14,2,3,1,226,2017,1,244,34
2,13,3,7,18,2,2,0,556,2013,3,239,33
0,6,3,1,1,0,2,1,913,2019,10,224,32
2,18,3,2,24,0,1,1,842,2016,5,243,33
2,30,4,4,9,0,3,1,443,2015,6,251,35
2,3,2,6,3,2,0,0,774,2015,5,253,33
3,42,1,9,38,1,1,1,303,2015,9,268,36
1,12,2,1,21,2,2,1,1002,2016,7,240,31
0,47,0,6,9,2,1,0,668,2019,10,248,35
1,50,2,5,14,3,3,0,1011,2014,10,240,31
2,8,3,6,32,1,0,0,302,2018,5,250,34
1,38,3,3,19,3,1,1,1046,2023,2,245,33
2,2,0,7,26,1,2,1,336,2023,8,234,34
3,48,0,8,12,0,0,0,762,2022,2,229,33
2,48,2,9,5,1,2,0,78,2015,11,240,31
1,43,4,9,1,2,0,0,276,2014,8,236,33
3,18,4,9,8,1,2,0,607,2022,8,243,35
0,38,3,2,37,0,2,1,569,2017,6,250,35
1,29,2,9,2,3,0,1,168,2018,1,255,33
0,21,0,2,1,0,2,1,40,2017,9,241,34
3,22,2,3,2,0,3,0,925,2014,6,267,37
1,19,1,6,29,0,2,1,291,2020,12,279,38
0,39,4,9,35,1,1,1,833,2015,8,236,33
3,13,0,3,18,1,0,0,215,2015,7,237,33
0,0,2,1,39,2,2,0,335,2021,4,245,35
1,35,1,2,14,3,2,0,47,2020,11,273,36
2,27,1,6,37,3,3,1,601,2022,2,262,34
2,26,1,3,20,3,3,1,583,2020,10,279,38
3,7,2,9,14,3,1,0,647,2013,6,267,37
0,16,1,5,35,0,2,0,830,2017,8,265,35
1,35,1,4,3,3,0,1,743,2017,7,271,37
1,40,1,2,5,3,0,1,246,2016,7,270,36
0,23,0,9,30,2,0,1,478,2018,6,229,33
0,52,2,1,36,0,0,0,111,2018,6,255,33
0,45,2,9,12,2,2,0,728,2019,10,263,34
1,32,1,1,24,3,0,0,454,2023,7,271,37
0,22,2,8,8,3,0,1,211,2020,2,255,33
1,31,3,7,7,3,3,0,969,2023,4,250,34
3,8,3,7,18,0,0,1,533,2022,2,239,34
2,12,4,5,38,3,2,1,86,2021,1,238,34
2,30,4,9,4,1,1,0,130,2016,1,244,35
1,3,4,6,36,0,3,0,341,2019,5,246,34
0,23,0,1,1,3,3,0,1036,2014,3,241,34
0,47,1,4,39,1,0,0,135,2023,2,271,37
1,25,2,5,20,1,1,0,459,2015,1,255,33
3,2,0,9,32,1,2,0,455,2015,8,243,33
1,1,4,6,25,0,1,0,690,2023,4,246,34
2,7,2,4,33,1,3,1,670,2014,5,245,35
2,48,3,8,24,2,3,0,554,2019,1,239,33
3,51,1,4,7,0,2,0,893,2019,4,271,37
2,43,4,3,1,0,1,1,58,2015,5,243,34
3,6,4,3,33,3,1,1,450,2017,4,246,36
1,22,4,8,4,1,2,1,97,2021,8,243,34
2,42,4,9,29,0,1,0,352,2020,10,236,33
1,11,2,3,8,3,3,0,313,2019,6,255,33
0,36,4,9,26,3,0,1,975,2018,12,243,34
1,36,4,2,14,2,2,0,752,2017,1,246,35
3,17,0,6,35,1,1,0,286,2019,11,248,35
0,17,2,1,29,0,0,1,716,2013,3,241,32
1,40,3,5,19,2,0,0,920,2013,10,230,32
0,8,1,9,1,3,3,1,231,2021,8,267,35
3,42,0,6,13,0,1,0,634,2014,12,247,34
1,42,2,2,8,3,1,0,552,2020,11,255,33
2,29,4,7,30,0,0,0,1008,2013,3,246,36
1,0,1,9,30,3,3,0,422,2015,11,279,38
3,23,2,3,17,1,0,1,756,2023,4,267,37
2,5,3,1,16,3,1,1,638,2015,12,239,33
3,22,2,3,23,1,0,1,375,2023,10,240,31
0,47,0,6,18,2,3,1,388,2015,12,237,33
0,43,4,3,19,0,2,1,952,2019,12,243,35
1,14,3,5,5,0,0,1,988,2020,5,224,32
3,10,1,1,35,2,2,1,308,2019,12,279,38
2,23,4,6,12,1,3,0,535,2016,3,238,34
1,44,0,3,16,1,0,1,182,2021,5,244,34
1,14,4,2,14,2,0,1,486,2016,5,241,35
1,26,2,3,38,3,3,1,958,2021,12,250,35
1,38,4,8,38,0,1,1,782,2017,2,236,33
2,6,1,4,36,0,1,1,549,2022,3,273,36
2,11,3,4,22,2,0,1,865,2023,10,257,35
2,6,1,9,13,2,2,1,621,2021,4,278,37
0,9,1,3,6,0,2,0,498,2018,1,267,35
1,25,4,2,22,2,1,1,48,2017,8,251,35
0,14,1,1,30,3,2,1,146,2017,2,270,36
0,0,1,9,27,2,0,0,606,2016,11,268,36
0,23,0,3,37,1,2,1,121,2018,3,243,33
0,3,3,9,38,2,0,1,42,2018,5,257,35
0,24,1,7,2,2,3,0,379,2020,11,273,36
0,50,3,8,17,0,0,1,624,2022,10,230,32
0,28,3,4,21,3,2,0,813,2022,9,230,33
0,27,0,2,24,2,1,1,1063,2019,8,233,34
1,17,4,7,16,1,3,1,729,2023,11,248,34
2,10,4,8,26,1,3,1,1073,2022,10,238,34
3,21,3,7,25,1,3,0,337,2018,5,233,33
1,48,0,1,21,0,1,0,733,2017,7,237,33
0,44,4,4,5,1,2,0,34,2018,1,238,34
2,12,4,2,11,2,3,1,175,2013,4,246,34
1,7,4,8,6,2,2,0,717,2016,8,243,35
0,15,1,6,14,2,0,0,367,2017,3,271,37
0,3,2,6,22,3,3,0,633,2021,7,253,33
0,10,2,2,15,0,0,0,1038,2015,11,245,35
1,27,3,3,19,1,3,0,856,2020,3,230,33
3,43,1,9,12,3,0,0,406,2016,7,273,36
0,48,3,5,28,0,3,1,764,2016,12,259,35
3,29,2,9,20,2,0,0,1018,2013,10,238,31
0,37,4,5,29,2,0,1,294,2018,9,238,34
0,35,0,5,3,1,1,0,623,2014,1,233,34
3,5,0,5,33,3,1,0,814,2015,4,237,33
2,21,3,9,31,0,0,1,735,2018,7,248,34
3,29,0,1,30,3,0,1,550,2020,8,237,33
3,47,0,6,1,1,2,1,493,2017,6,233,34
0,20,4,2,37,1,1,1,645,2015,10,248,34
0,43,1,4,26,2,2,0,561,2022,11,268,36
0,48,2,7,24,1,0,1,411,2016,11,245,35
1,52,1,1,3,2,1,1,965,2016,7,268,36
3,19,2,5,31,1,3,1,875,2013,10,233,31
2,7,2,3,38,0,2,0,716,2016,11,238,31
1,43,0,3,36,0,3,0,239,2015,6,248,34
0,21,0,3,23,0,3,0,580,2016,11,243,33
3,32,1,8,19,3,0,1,248,2015,2,268,35
1,37,3,3,17,3,1,0,204,2015,3,245,33
1,33,4,5,5,1,3,1,284,2021,1,243,34
2,16,3,8,15,1,3,0,198,2018,3,259,35
2,48,3,5,33,2,3,1,874,2020,8,234,32
2,22,1,4,37,0,3,1,580,2019,5,279,38
2,16,0,3,5,0,3,1,809,2018,12,234,34
3,38,4,8,8,2,3,0,1074,2018,2,244,35
3,48,0,2,14,1,3,0,318,2017,4,243,33
3,15,4,4,19,1,1,1,238,2015,11,233,33
2,49,2,1,31,3,2,1,183,2022,10,270,35
2,32,4,3,23,3,0,0,49,2017,7,241,35
1,38,3,7,9,3,1,0,60,2022,9,224,32
0,36,4,1,6,3,3,0,666,2021,6,236,33
1,13,4,4,9,0,3,1,761,2019,8,244,34
1,24,1,7,8,2,1,1,342,2022,4,273,36
2,29,3,3,33,3,1,0,606,2020,3,245,33
0,3,0,6,5,0,2,1,251,2021,12,243,33
1,5,0,5,14,1,2,0,781,2021,10,232,34
2,7,1,8,34,1,2,0,790,2020,2,268,35
0,27,4,1,20,1,3,1,787,2020,12,238,34
3,23,1,1,2,0,3,0,577,2021,12,279,38
2,43,4,8,11,3,3,0,933,2015,6,251,35
1,24,2,4,8,3,3,1,119,2022,8,267,37
3,28,2,6,15,1,1,1,475,2018,7,267,37
0,50,2,4,20,3,2,1,97,2014,5,255,33
3,21,4,9,31,1,3,0,915,2014,9,236,33
1,39,4,8,37,3,3,0,108,2021,4,238,34
1,40,0,5,34,1,0,1,496,2021,11,234,34
0,29,1,9,20,0,3,1,228,2020,3,265,34
2,33,1,9,19,3,3,0,787,2020,3,265,34
2,4,4,5,15,3,3,0,460,2022,7,241,34
0,30,3,9,20,1,2,1,619,2023,10,225,31
0,46,4,5,6,0,3,0,1059,2022,2,246,36
2,42,1,3,27,2,0,1,1015,2014,7,279,38
0,12,4,7,5,2,1,1,488,2021,10,244,34
1,17,2,1,12,2,0,1,426,2018,8,255,33
0,4,3,9,32,3,1,1,350,2021,10,233,33
3,28,4,7,30,3,1,1,768,2020,12,233,33
2,42,0,9,15,1,3,1,1094,2020,6,249,35
3,27,0,8,37,1,2,1,669,2022,7,248,34
1,38,1,4,19,3,2,1,634,2014,8,267,35
3,38,3,5,7,3,2,0,1098,2022,5,250,34
1,3,0,8,37,1,1,0,233,2016,10,233,34
1,52,4,4,15,2,3,1,112,2015,3,236,33
3,38,0,6,16,1,3,0,131,2020,12,244,34
0,3,1,6,6,1,0,0,669,2023,10,273,36
2,31,3,2,9,1,1,1,989,2013,12,243,33
0,5,3,4,5,0,1,1,278,2023,10,257,35
3,34,3,8,20,2,3,0,804,2016,10,239,33
1,7,3,6,23,2,1,1,976,2023,8,239,34
3,22,2,7,21,1,0,1,1010,2013,7,253,33
0,4,3,5,11,0,3,0,880,2019,9,239,34
1,25,2,6,1,3,0,0,423,2018,11,267,37
2,49,1,6,11,2,3,1,738,2022,2,265,34
0,28,2,1,38,0,2,1,623,2018,3,253,33
2,7,1,2,16,1,2,1,543,2013,11,276,36
3,29,3,6,10,2,3,0,787,2015,1,239,34
0,3,1,2,27,3,2,1,758,2015,10,270,36
1,15,2,6,19,0,3,0,895,2022,7,246,32
2,48,1,5,12,3,2,0,623,2014,1,265,35
0,11,4,4,12,2,0,1,734,2022,3,241,35
2,18,1,8,21,1,3,0,337,2018,7,267,35
1,38,3,1,39,3,0,1,536,2019,3,234,32
3,28,0,2,32,3,1,1,906,2023,8,248,35
3,18,3,3,22,2,2,1,855,2021,6,259,35
3,13,0,6,3,3,0,0,578,2020,2,232,34
3,25,0,1,27,1,0,1,636,2022,1,234,34
0,30,3,8,8,2,1,0,305,2018,1,230,32
2,10,3,8,34,0,2,0,439,2023,3,225,31
3,49,4,3,21,2,1,1,740,2021,9,236,33
3,13,2,2,6,3,2,0,153,2023,9,245,35
3,48,2,2,11,3,0,0,49,2019,1,270,35
0,51,1,5,17,2,2,0,671,2020,1,278,37
2,25,0,8,37,1,1,0,800,2018,1,249,35
0,34,4,1,25,1,3,1,1079,2023,3,238,34
1,43,1,3,3,3,2,0,533,2019,12,273,36
3,50,1,2,20,0,1,1,161,2014,9,265,35
1,43,2,7,13,1,1,1,708,2018,8,240,31
1,5,0,2,31,1,2,1,359,2014,6,243,33
2,22,1,9,1,2,3,0,198,2020,1,262,34
3,49,2,2,35,3,1,1,694,2020,9,245,35
3,48,2,1,1,0,1,1,798,2021,10,267,37
2,16,1,8,22,2,3,0,88,2014,9,268,35
1,18,4,4,3,0,2,0,803,2018,1,251,35
1,51,4,6,15,3,1,0,644,2016,11,248,34
1,13,0,4,16,1,0,1,823,2017,7,232,34
3,8,0,6,24,3,0,1,704,2023,5,243,33
2,41,1,7,14,2,3,0,529,2019,2,270,36
1,41,4,7,36,0,1,0,387,2017,11,241,34
2,13,1,7,17,0,0,1,715,2022,12,273,36
2,32,3,2,35,1,2,0,243,2018,11,225,31
3,33,1,3,15,2,2,0,617,2017,8,273,36
3,49,4,7,27,1,2,0,835,2018,12,243,34
2,48,0,9,3,1,0,1,279,2022,4,228,33
0,1,1,9,14,2,0,0,121,2017,12,265,34
2,13,2,2,24,0,1,1,54,2019,10,252,35
2,41,3,4,14,3,0,0,623,2014,12,257,35
1,22,0,9,13,1,3,0,472,2013,2,229,33
2,48,2,7,19,0,2,1,729,2013,9,248,33
1,11,2,5,21,3,3,0,901,2018,3,246,32
3,13,2,7,18,3,2,0,1077,2020,11,241,32
0,10,2,4,32,3,1,1,374,2015,4,255,33
0,26,2,9,23,3,2,0,150,2023,5,241,32
1,43,3,6,36,3,1,1,831,2014,8,239,33
2,17,0,6,8,2,1,0,50,2020,8,237,33
2,7,4,8,35,2,2,0,714,2015,7,244,34
1,31,3,3,13,2,2,0,324,2013,8,250,34
2,18,4,3,15,2,0,0,407,2020,10,249,34
3,15,1,4,32,1,1,0,162,2018,9,265,34
3,10,1,2,7,2,0,1,30,2019,11,279,38
3,35,0,7,36,1,1,1,237,2023,5,234,34
0,8,4,1,22,0,0,1,491,2018,11,238,34
0,51,1,7,23,0,2,0,344,2022,4,267,35
0,39,4,3,35,0,0,1,450,2018,6,233,33
1,6,2,8,22,1,2,1,149,2016,11,238,31
0,43,0,8,32,3,3,0,178,2017,4,229,33
3,43,4,2,11,3,0,0,829,2016,10,246,35
3,29,1,2,18,3,0,0,906,2022,9,265,35
0,4,0,6,9,0,3,0,821,2018,8,237,33
2,34,1,4,31,0,0,1,1052,2023,4,273,36
0,31,2,3,36,1,0,0,812,2015,10,250,35
1,12,2,3,8,3,1,1,159,2021,5,250,35
0,23,3,9,37,2,3,0,818,2014,4,224,32
0,31,4,1,1,0,3,1,277,2016,3,243,35
3,24,3,7,31,2,3,1,861,2013,5,257,35
1,1,1,6,36,2,2,0,706,2023,1,271,37
3,52,4,2,32,0,1,1,936,2016,4,241,35
3,52,0,6,38,1,1,1,1047,2022,1,241,34
1,39,1,4,35,1,1,1,766,2017,9,270,36
1,43,1,7,29,0,3,0,1029,2014,5,262,34
